year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile
2015,National University of Singapore,NUS Business School,Bachelor of Business Administration,88,80,3164,3000,3341,3000,2800,3700
2015,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),96,93,4173,3750,4326,3800,3300,4600
2015,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),98,98,2817,2850,2983,2850,2700,2960
2015,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),99,99,3547,3000,3587,3000,2850,3634
2015,National University of Singapore,School of Computing,Bachelor of Computing (Communications and Media),93,85,3230,3500,3291,3500,2800,3800
2015,National University of Singapore,School of Computing,Bachelor of Computing (Computational Biology) **,na,na,na,na,na,na,na,na
2015,National University of Singapore,School of Computing,Bachelor of Computing (Computer Engineering) **,na,na,na,na,na,na,na,na
2015,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),97,95,3847,3700,3890,3700,3300,4400
2015,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce),90,87,3255,3300,3301,3300,3000,3500
2015,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),97,97,3597,3500,3699,3550,3200,4100
2015,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4053,4000,4083,4000,4000,4400
2015,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,98,96,4054,4114,4099,4127,3700,4500
2015,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),72,60,2907,3000,2908,3000,2700,3200
2015,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),94,91,2989,3000,3067,3000,2800,3215
2015,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),94,90,3146,3000,3325,3100,2810,3500
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),86,76,3256,3200,3357,3300,3000,3500
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),86,83,3400,3300,3529,3500,3000,4000
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),97,95,3300,3300,3366,3350,3200,3500
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Computer Engineering),92,91,4119,4000,4252,4000,3325,4583
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),92,90,3452,3200,3589,3300,3000,3700
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science),83,74,3768,3735,3812,3800,3500,4420
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),88,86,3318,3430,3337,3450,3000,3670
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),96,95,3624,3475,3724,3500,3300,4030
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),100,95,3121,3200,3391,3350,3050,3790
2015,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),83,80,3279,3200,3422,3300,3000,3600
2015,National University of Singapore,Faculty of Law,Bachelor of Laws (L.L.B) (Hons) #,97,97,4866,4600,4910,4700,4200,5800
2015,National University of Singapore,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery #,100,100,4352,4500,4729,4900,4500,5000
2015,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),97,97,3175,3200,3356,3400,3200,3445
2015,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),100,100,3219,3200,3466,3435,3300,3700
2015,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,82,41,3244,3200,3344,3300,3000,3600
2015,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,na,na,na,na,na,na,na,na
2015,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),85,78,3203,3000,3355,3100,3000,4000
2015,National University of Singapore,Faculty of Science,Bachelor of Science,84,64,2859,2900,3052,3000,2620,3200
2015,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),84,76,3245,3200,3321,3300,3000,3600
2015,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,na,na,na,na,na,na,na,na
2015,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) (Hons) #,99,98,3431,3500,3717,3500,3400,3929
2015,National University of Singapore,Multi-Disciplinary Programme,Bachelor of Environmental Studies,72,59,3400,3462,3433,3500,3238,3550
2015,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,97,93,3287,2900,3427,3000,2850,3500
2015,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,98,98,3597,3100,3701,3200,2850,4110
2015,Singapore Management University,School of Business (4-year programme) *,Business Management,94,88,3513,3200,3611,3300,3000,4000
2015,Singapore Management University,School of Business (4-year programme) *,Business Management Cum Laude and above,98,93,4050,3800,4130,3868,3200,4600
2015,Singapore Management University,School of Economics (4-year programme) *,Economics,90,86,3798,3500,3946,3500,3200,4100
2015,Singapore Management University,School of Economics (4-year programme) *,Economics Cum Laude and above,98,93,4249,3800,4380,3850,3500,4700
2015,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management,95,86,3491,3500,3660,3500,3200,4110
2015,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management Cum Laude and above,97,92,3577,3800,3834,3800,3500,4166
2015,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,89,83,3306,3100,3550,3200,2980,3600
2015,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences Cum Laude and above,93,90,3887,3500,4012,3560,3300,4583
2015,Singapore Management University,School of Law (4-year programme) *,Law #,99,99,4889,4600,4997,4731,4350,5800
2015,Singapore Management University,School of Law (4-year programme) *,Law Cum Laude and above #,100,100,5160,4766,5313,5000,4500,5995
2015,Singapore University of Technology and Design,Singapore University of Technology and Design,Bachelor of Engineering (Engineering Product Development),93,88,3595,3618,3565,3600,3400,3800
2015,Singapore University of Technology and Design,Singapore University of Technology and Design,Bachelor of Engineering (Engineering Systems and Design),80,72,3699,3450,3763,3500,3190,4100
2015,Singapore University of Technology and Design,Singapore University of Technology and Design,Bachelor of Engineering (Information Systems Technology and Design),86,84,3872,3700,3952,3950,3338,4450
2015,Singapore University of Technology and Design,Singapore University of Technology and Design,Bachelor of Science (Architecture and Sustainable Design) ###,na,na,na,na,na,na,na,na
2015,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design **,na,na,na,na,na,na,na,na
2015,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation,89,65,2643,2700,2682,2700,2500,2800
2015,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design **,na,na,na,na,na,na,na,na
2015,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,95,91,3332,3200,3346,3233,3000,3500
2015,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,76,54,2896,2750,2922,2750,2523,2975
2015,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,88,72,2520,2600,2893,2700,2500,3025
2015,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,86,73,3097,3000,3405,3250,2900,3750
2015,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,83,77,3334,3100,3452,3300,3000,3550
2015,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,92,92,3180,3025,3354,3225,3050,3500
2015,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,91,83,3069,3050,3266,3200,3000,3500
2015,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,100,100,3211,3050,3266,3141,2900,3500
2015,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,100,95,3166,3125,3469,3350,3238,3575
2015,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,89,81,2683,2700,2876,2700,2475,3050
2015,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,88,79,2759,2800,2970,2950,2800,3200
2015,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,100,90,3044,3100,3339,3250,3000,3488
2015,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,93,82,2482,2300,2586,2400,2000,2800
2015,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),100,100,3322,3300,3486,3488,3313,3650
2015,Singapore Institute of Technology,Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,100,3126,3120,3149,3125,3000,3225
2015,Singapore Institute of Technology,Trinity College Dublin,Bachelor in Science (Physiotherapy),100,98,3234,3200,3310,3222,3200,3500
2015,Singapore Institute of Technology,Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,na,na,na,na,na,na,na,na
2015,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,82,74,2766,3000,2840,3000,2614,3293
2015,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,83,71,3128,3000,3185,3000,2882,3300
2015,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,72,61,3160,3000,3685,3250,2960,4200
2015,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,96,95,3202,3000,3404,3100,2975,3875
2015,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,96,87,3247,3250,3391,3300,3152,3400
2015,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,98,97,3304,3400,3624,3615,3400,3838
2015,Singapore Institute of Technology,"University of Nevada, Las Vegas",Bachelor of Science (Major in Hospitality Management),90,83,2515,2500,2607,2548,2338,2850
2015,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,100,96,2772,2700,2807,2700,2608,3000
2016,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,97,95,3027,2900,3063,2900,2900,3100
2016,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,97,97,3836,3500,3893,3500,3100,4250
2016,Nanyang Technological University,College of Business (Nanyang Business School),Business,90,77,3348,3200,3444,3300,3000,3800
2016,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing,94,94,4232,4000,4407,4600,3800,5000
2016,Nanyang Technological University,College of Engineering,Aerospace Engineering,82,78,3761,3625,3840,3675,3350,4435
2016,Nanyang Technological University,College of Engineering,Aerospace Engineering and Economics **,na,na,na,na,na,na,na,na
2016,Nanyang Technological University,College of Engineering,Bioengineering,78,64,3151,3200,3317,3237,3000,3510
2016,Nanyang Technological University,College of Engineering,Business and Computer Engineering **,na,na,na,na,na,na,na,na
2016,Nanyang Technological University,College of Engineering,Chemical And Biomolecular Engineering,81,73,3336,3225,3476,3400,3200,3800
2016,Nanyang Technological University,College of Engineering,Civil Engineering,92,92,3407,3250,3505,3300,3200,3800
2016,Nanyang Technological University,College of Engineering,Computer Engineering,83,76,3792,3500,3833,3500,3300,4420
2016,Nanyang Technological University,College of Engineering,Computer Science,95,91,3784,3500,3848,3500,3300,4333
2016,Nanyang Technological University,College of Engineering,Electrical And Electronic Engineering,89,84,3443,3300,3517,3400,3190,3800
2016,Nanyang Technological University,College of Engineering,Environmental Engineering,81,74,3156,3100,3216,3100,2800,3400
2016,Nanyang Technological University,College of Engineering,Information Engineering And Media,95,88,3496,3350,3570,3350,3000,4000
2016,Nanyang Technological University,College of Engineering,Maritime Studies,94,89,3305,3300,3328,3398,3083,3500
2016,Nanyang Technological University,College of Engineering,Materials Engineering,81,74,3197,3200,3317,3300,3000,3500
2016,Nanyang Technological University,College of Engineering,Materials Engineering and Economics **,na,na,na,na,na,na,na,na
2016,Nanyang Technological University,College of Engineering,Mechanical Engineering,86,80,3417,3300,3505,3350,3050,3959
2016,Nanyang Technological University,College of Engineering,Mechanical Engineering and Economics **,na,na,na,na,na,na,na,na
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",80,47,2718,2700,2761,2700,2500,3000
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,91,75,3239,3300,3345,3300,3050,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,88,70,2938,2900,2996,3000,2575,3365
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,91,79,3385,3300,3440,3300,3000,3850
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,75,54,2974,3000,2997,3000,2700,3400
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,87,77,3027,3000,3082,3000,2700,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics And Multilingual Studies,82,62,3283,3315,3368,3365,2960,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,82,67,3083,3100,3136,3200,2800,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy And Global Affairs **,na,na,na,na,na,na,na,na
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,86,64,3279,3300,3480,3500,3000,3850
2016,Nanyang Technological University,College of Sciences,Biomedical Sciences & Chinese Medicine #,94,89,2525,2400,2577,2500,2150,2800
2016,Nanyang Technological University,College of Sciences,Biological Sciences,81,64,3132,3100,3222,3175,3000,3550
2016,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,81,64,3119,3000,3234,3149,2925,3500
2016,Nanyang Technological University,College of Sciences,Mathematical Sciences,89,77,3453,3400,3535,3500,3200,3750
2016,Nanyang Technological University,College of Sciences,Mathematics & Economics,89,73,3346,3150,3458,3300,3000,3750
2016,Nanyang Technological University,College of Sciences,Physics / Applied Physics,86,77,3578,3350,3683,3450,3100,4000
2016,Nanyang Technological University,Sports Science and Management,Sports Science and Management,83,66,3196,3100,3272,3200,2825,3500
2016,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100,100,3337,3500,3525,3525,3400,3615
2016,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),100,100,3438,3500,3546,3525,3500,3850
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,86,63,2971,3000,3063,3000,2600,3200
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),91,74,3258,3300,3321,3500,3000,3600
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,90,73,3341,3300,3423,3300,3000,3650
2016,National University of Singapore,Faculty Of Dentistry,Bachelor of Dental Surgery,100,100,4173,4050,4221,4050,4050,4450
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),92,81,3314,3100,3366,3200,3000,3500
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),85,80,3414,3250,3562,3450,3150,4000
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),95,92,3402,3300,3509,3420,3200,3800
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Computer Engineering),89,86,3884,3700,3942,3900,3467,4500
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),92,88,3669,3400,3765,3500,3200,4200
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),85,74,3549,3400,3707,3740,3350,4026
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),79,66,3432,3300,3470,3350,3000,3832
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),80,79,3788,3450,3879,3500,3300,4250
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),90,78,3381,3300,3501,3540,3200,3900
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),87,81,3470,3300,3560,3400,3150,3800
2016,National University of Singapore,Faculty of Law,Bachelor of Laws (L.L.B) (Hons) #,98,96,4844,4775,4898,4900,4200,5600
2016,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,na,na,na,na,na,na,na,na
2016,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),81,62,2905,2800,3058,3130,2800,3350
2016,National University of Singapore,Faculty of Science,Bachelor of Science,84,59,2895,3000,2995,3000,2600,3225
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),85,72,3331,3300,3386,3300,3000,3650
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,na,na,na,na,na,na,na,na
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy)(Hons) #,99,97,3500,3500,3597,3600,3300,3950
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration,94,81,3232,3000,3282,3000,2837,3500
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),96,93,4126,3600,4207,3620,3258,4500
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),89,86,2977,2900,3020,2963,2800,3100
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),99,99,3435,3000,3465,3075,2900,3800
2016,National University of Singapore,School of Computing,Bachelor of Computing (Communications And Media) **,na,na,na,na,na,na,na,na
2016,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),96,93,4320,4000,4385,4000,3500,5000
2016,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,na,na,na,na,na,na,na,na
2016,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),94,94,3875,3800,3969,4000,3365,4500
2016,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,93,90,3926,4000,3960,4000,3500,4250
2016,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),91,66,3282,3000,3320,3000,2900,4000
2016,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),88,85,3035,3000,3113,3000,2850,3276
2016,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),95,92,3247,3000,3368,3200,2950,3735
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor Of Surgery #,99,99,4460,4500,4887,5000,4500,5200
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),93,91,3166,3200,3363,3400,3200,3425
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),95,95,3308,3300,3529,3500,3400,3600
2016,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,86,14,3250,3250,3250,3250,2999,3500
2016,National University of Singapore,Multi-Disciplinary Programme,Bachelor of Environmental Studies,84,68,3347,3250,3399,3300,3000,3500
2016,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,99,96,3390,3000,3455,3000,2900,3600
2016,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,100,100,3827,3500,3943,3600,3000,4583
2016,Singapore Management University,School of Business (4-year programme) *,Business Management,92,85,3727,3400,3831,3500,3000,4000
2016,Singapore Management University,School of Business (4-year programme) *,Business Management Cum Laude and above,96,92,4140,3550,4234,3660,3250,4583
2016,Singapore Management University,School of Economics (4-year programme) *,Economics,93,84,3801,3500,3906,3700,3200,4300
2016,Singapore Management University,School of Economics (4-year programme) *,Economics Cum Laude and above,97,93,4315,4000,4425,4107,3800,4750
2016,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management,96,92,3837,3500,3897,3600,3200,4167
2016,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management Cum Laude and above,98,95,4504,4167,4603,4167,3800,4750
2016,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,92,80,3199,3100,3311,3145,3000,3500
2016,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences Cum Laude and above,95,87,3405,3300,3548,3400,3000,3668
2016,Singapore Management University,School of Law (4-year programme) *,Law #,96,94,4810,4600,4915,4850,4200,5800
2016,Singapore Management University,School of Law (4-year programme) *,Law Cum Laude and above #,97,97,4950,4950,5095,5300,4500,5800
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design **,na,na,na,na,na,na,na,na
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation,73,53,3045,3000,3052,3000,2700,3016
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design,86,86,3312,3400,3329,3400,3100,3500
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,100,93,3729,3680,3803,4000,3500,4200
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,91,59,2652,2600,2652,2600,2500,2700
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,97,76,2467,2500,2485,2515,2200,2800
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,86,72,3201,3100,3463,3300,3080,3650
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,86,80,3239,3000,3440,3200,2800,3700
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,95,81,3812,3425,3956,3840,3200,4530
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,87,78,3162,3000,3344,3200,2900,3575
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,90,90,3172,3250,3239,3300,3000,3500
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,86,73,3172,3275,3286,3430,3000,3600
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,87,62,2598,2600,2707,2600,2420,2800
2016,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,79,68,2776,2900,3149,3130,2500,3700
2016,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,91,86,2978,3000,3042,3000,2825,3350
2016,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,86,69,2231,2250,2344,2300,2000,2500
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),88,88,3406,3385,3628,3660,3400,3930
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,100,3297,3200,3301,3200,3100,3500
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Physiotherapy),100,100,3310,3300,3344,3300,3240,3500
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,na,na,na,na,na,na,na,na
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,82,65,3042,3000,3277,3200,2800,3700
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,82,64,3312,3225,3390,3275,2900,4009
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,87,70,3187,3000,3273,3200,3000,3365
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,89,80,3406,3200,3523,3300,3000,3800
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,90,82,3645,3600,3704,3600,3400,3900
2016,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,93,86,3378,3400,3600,3600,3400,3750
2016,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,93,82,4096,4200,4131,4200,3700,4600
2016,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,98,92,2705,2700,2707,2700,2600,2850
2016,Singapore University of Technology and Design,Singapore University of Technology and Design,Bachelor of Engineering (Engineering Product Development),87,80,3620,3500,3690,3600,3300,3750
2016,Singapore University of Technology and Design,Singapore University of Technology and Design,Bachelor of Engineering (Information Systems Technology and Design),92,92,4197,4000,4232,4000,3500,4950
2016,Singapore University of Technology and Design,Singapore University of Technology and Design,Bachelor of Engineering (Engineering Systems and Design),100,94,3695,3600,3830,3650,3550,4200
2016,Singapore University of Technology and Design,Singapore University of Technology and Design,Bachelor of Science (Architecture and Sustainable Design) ###,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),97,95,3121,3000,3166,3000,2900,3100
2017,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Bachelor of Accountancy (Hons) and Bachelor of Business (Hons),97,94,3830,3500,3892,3600,3013,4317
2017,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Business (Hons),93,81,3530,3300,3643,3300,3000,3800
2017,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Bachelor of Business (Hons) and Bachelor of Engineering (Hons) (Computer Science),100,95,5036,4750,5225,5000,4000,5362
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Aerospace Engineering),80,75,3645,3492,3702,3500,3250,4210
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Aerospace Engineering) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Bioengineering),78,65,3326,3200,3486,3419,3000,3825
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering  (Hons) (Chemical And Biomolecular Engineering),82,75,3326,3200,3577,3500,3200,4000
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering  (Hons) (Chemical And Biomolecular Engineering) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Civil Engineering),99,97,3373,3300,3442,3400,3190,3675
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Civil Engineering) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Computer Engineering),95,88,3667,3600,3743,3600,3450,3925
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Computer Science),92,87,4078,3750,4160,3850,3500,4500
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Business (Hons) and Bachelor of Engineering (Hons) (Computer Engineering) **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Electrical & Electronic Engineering),89,85,3532,3500,3657,3600,3200,4000
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Environmental Engineering),72,64,3538,3475,3588,3635,3200,3950
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Information Engineering & Media),87,79,3685,3677,3790,3700,3350,4200
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Information Engineering & Media) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Science (Hons) (Maritime Studies),92,92,3279,3200,3333,3320,3000,3500
